condition,round_id,agent_id,agent_type,contribution,payoff,group_total_contribution,group_average_contribution,reasoning_summary,api_error
belief_mixed,1,A028,ConditionalAgent,7,11.48,159,5.3,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,1,A029,TitForTatAgent,5,13.48,159,5.3,Rule: match previous average contribution of others.,
belief_mixed,1,A030,DefectorAgent,1,17.48,159,5.3,Rule: mostly free-ride.,
belief_mixed,2,A001,BeliefBasedAgent,5,12.1467,134,4.4667,Belief model: expected average contribution of others is 5.21.,
belief_mixed,2,A002,BeliefBasedAgent,7,10.1467,134,4.4667,Belief model: expected average contribution of others is 5.24.,
belief_mixed,2,A003,ConditionalAgent,6,11.1467,134,4.4667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,2,A004,TitForTatAgent,5,12.1467,134,4.4667,Rule: match previous average contribution of others.,
belief_mixed,2,A005,DefectorAgent,1,16.1467,134,4.4667,Rule: mostly free-ride.,
belief_mixed,2,A006,BeliefBasedAgent,6,11.1467,134,4.4667,Belief model: expected average contribution of others is 5.31.,
belief_mixed,2,A007,BeliefBasedAgent,6,11.1467,134,4.4667,Belief model: expected average contribution of others is 5.21.,
belief_mixed,2,A008,ConditionalAgent,5,12.1467,134,4.4667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,2,A009,TitForTatAgent,5,12.1467,134,4.4667,Rule: match previous average contribution of others.,
belief_mixed,2,A010,DefectorAgent,0,17.1467,134,4.4667,Rule: mostly free-ride.,
belief_mixed,2,A011,BeliefBasedAgent,7,10.1467,134,4.4667,Belief model: expected average contribution of others is 5.28.,
belief_mixed,2,A012,BeliefBasedAgent,6,11.1467,134,4.4667,Belief model: expected average contribution of others is 5.31.,
belief_mixed,2,A013,ConditionalAgent,6,11.1467,134,4.4667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,2,A014,TitForTatAgent,5,12.1467,134,4.4667,Rule: match previous average contribution of others.,
belief_mixed,2,A015,DefectorAgent,0,17.1467,134,4.4667,Rule: mostly free-ride.,
belief_mixed,2,A016,BeliefBasedAgent,5,12.1467,134,4.4667,Belief model: expected average contribution of others is 5.28.,
belief_mixed,2,A017,BeliefBasedAgent,6,11.1467,134,4.4667,Belief model: expected average contribution of others is 5.24.,
belief_mixed,2,A018,ConditionalAgent,5,12.1467,134,4.4667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,2,A019,TitForTatAgent,5,12.1467,134,4.4667,Rule: match previous average contribution of others.,
belief_mixed,2,A020,DefectorAgent,1,16.1467,134,4.4667,Rule: mostly free-ride.,
belief_mixed,2,A021,BeliefBasedAgent,5,12.1467,134,4.4667,Belief model: expected average contribution of others is 5.21.,
belief_mixed,2,A022,BeliefBasedAgent,6,11.1467,134,4.4667,Belief model: expected average contribution of others is 5.21.,
belief_mixed,2,A023,ConditionalAgent,5,12.1467,134,4.4667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,2,A024,TitForTatAgent,5,12.1467,134,4.4667,Rule: match previous average contribution of others.,
belief_mixed,2,A025,DefectorAgent,1,16.1467,134,4.4667,Rule: mostly free-ride.,
belief_mixed,2,A026,BeliefBasedAgent,5,12.1467,134,4.4667,Belief model: expected average contribution of others is 5.31.,
belief_mixed,2,A027,BeliefBasedAgent,6,11.1467,134,4.4667,Belief model: expected average contribution of others is 5.31.,
belief_mixed,2,A028,ConditionalAgent,4,13.1467,134,4.4667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,2,A029,TitForTatAgent,5,12.1467,134,4.4667,Rule: match previous average contribution of others.,
belief_mixed,2,A030,DefectorAgent,0,17.1467,134,4.4667,Rule: mostly free-ride.,
belief_mixed,3,A001,BeliefBasedAgent,4,12.0267,113,3.7667,Belief model: expected average contribution of others is 4.83.,
belief_mixed,3,A002,BeliefBasedAgent,5,11.0267,113,3.7667,Belief model: expected average contribution of others is 4.81.,
belief_mixed,3,A003,ConditionalAgent,4,12.0267,113,3.7667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,3,A004,TitForTatAgent,4,12.0267,113,3.7667,Rule: match previous average contribution of others.,
belief_mixed,3,A005,DefectorAgent,0,16.0267,113,3.7667,Rule: mostly free-ride.,
belief_mixed,3,A006,BeliefBasedAgent,5,11.0267,113,3.7667,Belief model: expected average contribution of others is 4.86.,
belief_mixed,3,A007,BeliefBasedAgent,4,12.0267,113,3.7667,Belief model: expected average contribution of others is 4.81.,
belief_mixed,3,A008,ConditionalAgent,5,11.0267,113,3.7667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,3,A009,TitForTatAgent,4,12.0267,113,3.7667,Rule: match previous average contribution of others.,
belief_mixed,3,A010,DefectorAgent,1,15.0267,113,3.7667,Rule: mostly free-ride.,
belief_mixed,3,A011,BeliefBasedAgent,4,12.0267,113,3.7667,Belief model: expected average contribution of others is 4.83.,
belief_mixed,3,A012,BeliefBasedAgent,4,12.0267,113,3.7667,Belief model: expected average contribution of others is 4.86.,
belief_mixed,3,A013,ConditionalAgent,5,11.0267,113,3.7667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,3,A014,TitForTatAgent,4,12.0267,113,3.7667,Rule: match previous average contribution of others.,
belief_mixed,3,A015,DefectorAgent,0,16.0267,113,3.7667,Rule: mostly free-ride.,
belief_mixed,3,A016,BeliefBasedAgent,5,11.0267,113,3.7667,Belief model: expected average contribution of others is 4.86.,
belief_mixed,3,A017,BeliefBasedAgent,4,12.0267,113,3.7667,Belief model: expected average contribution of others is 4.83.,
belief_mixed,3,A018,ConditionalAgent,5,11.0267,113,3.7667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,3,A019,TitForTatAgent,4,12.0267,113,3.7667,Rule: match previous average contribution of others.,
belief_mixed,3,A020,DefectorAgent,1,15.0267,113,3.7667,Rule: mostly free-ride.,
belief_mixed,3,A021,BeliefBasedAgent,5,11.0267,113,3.7667,Belief model: expected average contribution of others is 4.83.,
belief_mixed,3,A022,BeliefBasedAgent,4,12.0267,113,3.7667,Belief model: expected average contribution of others is 4.81.,
belief_mixed,3,A023,ConditionalAgent,6,10.0267,113,3.7667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,3,A024,TitForTatAgent,4,12.0267,113,3.7667,Rule: match previous average contribution of others.,
belief_mixed,3,A025,DefectorAgent,2,14.0267,113,3.7667,Rule: mostly free-ride.,
belief_mixed,3,A026,BeliefBasedAgent,4,12.0267,113,3.7667,Belief model: expected average contribution of others is 4.88.,
belief_mixed,3,A027,BeliefBasedAgent,5,11.0267,113,3.7667,Belief model: expected average contribution of others is 4.86.,
belief_mixed,3,A028,ConditionalAgent,5,11.0267,113,3.7667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,3,A029,TitForTatAgent,4,12.0267,113,3.7667,Rule: match previous average contribution of others.,
belief_mixed,3,A030,DefectorAgent,2,14.0267,113,3.7667,Rule: mostly free-ride.,
belief_mixed,4,A001,BeliefBasedAgent,5,10.9733,112,3.7333,Belief model: expected average contribution of others is 4.47.,
belief_mixed,4,A002,BeliefBasedAgent,4,11.9733,112,3.7333,Belief model: expected average contribution of others is 4.45.,
belief_mixed,4,A003,ConditionalAgent,5,10.9733,112,3.7333,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,4,A004,TitForTatAgent,4,11.9733,112,3.7333,Rule: match previous average contribution of others.,
belief_mixed,4,A005,DefectorAgent,2,13.9733,112,3.7333,Rule: mostly free-ride.,
belief_mixed,4,A006,BeliefBasedAgent,3,12.9733,112,3.7333,Belief model: expected average contribution of others is 4.48.,
belief_mixed,4,A007,BeliefBasedAgent,4,11.9733,112,3.7333,Belief model: expected average contribution of others is 4.46.,
belief_mixed,4,A008,ConditionalAgent,5,10.9733,112,3.7333,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,4,A009,TitForTatAgent,4,11.9733,112,3.7333,Rule: match previous average contribution of others.,
belief_mixed,4,A010,DefectorAgent,2,13.9733,112,3.7333,Rule: mostly free-ride.,
belief_mixed,4,A011,BeliefBasedAgent,5,10.9733,112,3.7333,Belief model: expected average contribution of others is 4.47.,
belief_mixed,4,A012,BeliefBasedAgent,4,11.9733,112,3.7333,Belief model: expected average contribution of others is 4.49.,
belief_mixed,4,A013,ConditionalAgent,6,9.9733,112,3.7333,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,4,A014,TitForTatAgent,4,11.9733,112,3.7333,Rule: match previous average contribution of others.,
belief_mixed,4,A015,DefectorAgent,2,13.9733,112,3.7333,Rule: mostly free-ride.,
belief_mixed,4,A016,BeliefBasedAgent,3,12.9733,112,3.7333,Belief model: expected average contribution of others is 4.48.,
belief_mixed,4,A017,BeliefBasedAgent,4,11.9733,112,3.7333,Belief model: expected average contribution of others is 4.47.,
belief_mixed,4,A018,ConditionalAgent,5,10.9733,112,3.7333,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,4,A019,TitForTatAgent,4,11.9733,112,3.7333,Rule: match previous average contribution of others.,
belief_mixed,4,A020,DefectorAgent,1,14.9733,112,3.7333,Rule: mostly free-ride.,
belief_mixed,4,A021,BeliefBasedAgent,3,12.9733,112,3.7333,Belief model: expected average contribution of others is 4.46.,
belief_mixed,4,A022,BeliefBasedAgent,4,11.9733,112,3.7333,Belief model: expected average contribution of others is 4.46.,
belief_mixed,4,A023,ConditionalAgent,5,10.9733,112,3.7333,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,4,A024,TitForTatAgent,4,11.9733,112,3.7333,Rule: match previous average contribution of others.,
belief_mixed,4,A025,DefectorAgent,2,13.9733,112,3.7333,Rule: mostly free-ride.,
belief_mixed,4,A026,BeliefBasedAgent,3,12.9733,112,3.7333,Belief model: expected average contribution of others is 4.51.,
belief_mixed,4,A027,BeliefBasedAgent,5,10.9733,112,3.7333,Belief model: expected average contribution of others is 4.48.,
belief_mixed,4,A028,ConditionalAgent,5,10.9733,112,3.7333,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,4,A029,TitForTatAgent,4,11.9733,112,3.7333,Rule: match previous average contribution of others.,
belief_mixed,4,A030,DefectorAgent,1,14.9733,112,3.7333,Rule: mostly free-ride.,
belief_mixed,5,A001,BeliefBasedAgent,4,12.1333,115,3.8333,Belief model: expected average contribution of others is 4.28.,
belief_mixed,5,A002,BeliefBasedAgent,3,13.1333,115,3.8333,Belief model: expected average contribution of others is 4.27.,
belief_mixed,5,A003,ConditionalAgent,5,11.1333,115,3.8333,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,5,A004,TitForTatAgent,4,12.1333,115,3.8333,Rule: match previous average contribution of others.,
belief_mixed,5,A005,DefectorAgent,2,14.1333,115,3.8333,Rule: mostly free-ride.,
belief_mixed,5,A006,BeliefBasedAgent,4,12.1333,115,3.8333,Belief model: expected average contribution of others is 4.30.,
belief_mixed,5,A007,BeliefBasedAgent,5,11.1333,115,3.8333,Belief model: expected average contribution of others is 4.28.,
belief_mixed,5,A008,ConditionalAgent,5,11.1333,115,3.8333,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,5,A009,TitForTatAgent,4,12.1333,115,3.8333,Rule: match previous average contribution of others.,
belief_mixed,5,A010,DefectorAgent,2,14.1333,115,3.8333,Rule: mostly free-ride.,
belief_mixed,5,A011,BeliefBasedAgent,5,11.1333,115,3.8333,Belief model: expected average contribution of others is 4.28.,
belief_mixed,5,A012,BeliefBasedAgent,3,13.1333,115,3.8333,Belief model: expected average contribution of others is 4.30.,
belief_mixed,5,A013,ConditionalAgent,5,11.1333,115,3.8333,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,5,A014,TitForTatAgent,4,12.1333,115,3.8333,Rule: match previous average contribution of others.,
belief_mixed,5,A015,DefectorAgent,2,14.1333,115,3.8333,Rule: mostly free-ride.,
belief_mixed,5,A016,BeliefBasedAgent,4,12.1333,115,3.8333,Belief model: expected average contribution of others is 4.30.,
belief_mixed,5,A017,BeliefBasedAgent,4,12.1333,115,3.8333,Belief model: expected average contribution of others is 4.28.,
belief_mixed,5,A018,ConditionalAgent,5,11.1333,115,3.8333,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,5,A019,TitForTatAgent,4,12.1333,115,3.8333,Rule: match previous average contribution of others.,
belief_mixed,5,A020,DefectorAgent,1,15.1333,115,3.8333,Rule: mostly free-ride.,
belief_mixed,5,A021,BeliefBasedAgent,4,12.1333,115,3.8333,Belief model: expected average contribution of others is 4.28.,
belief_mixed,5,A022,BeliefBasedAgent,5,11.1333,115,3.8333,Belief model: expected average contribution of others is 4.28.,
belief_mixed,5,A023,ConditionalAgent,6,10.1333,115,3.8333,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,5,A024,TitForTatAgent,4,12.1333,115,3.8333,Rule: match previous average contribution of others.,
belief_mixed,5,A025,DefectorAgent,2,14.1333,115,3.8333,Rule: mostly free-ride.,
belief_mixed,5,A026,BeliefBasedAgent,4,12.1333,115,3.8333,Belief model: expected average contribution of others is 4.32.,
belief_mixed,5,A027,BeliefBasedAgent,4,12.1333,115,3.8333,Belief model: expected average contribution of others is 4.28.,
belief_mixed,5,A028,ConditionalAgent,5,11.1333,115,3.8333,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,5,A029,TitForTatAgent,4,12.1333,115,3.8333,Rule: match previous average contribution of others.,
belief_mixed,5,A030,DefectorAgent,2,14.1333,115,3.8333,Rule: mostly free-ride.,
belief_mixed,6,A001,BeliefBasedAgent,4,11.76,108,3.6,Belief model: expected average contribution of others is 4.19.,
belief_mixed,6,A002,BeliefBasedAgent,4,11.76,108,3.6,Belief model: expected average contribution of others is 4.19.,
belief_mixed,6,A003,ConditionalAgent,4,11.76,108,3.6,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,6,A004,TitForTatAgent,4,11.76,108,3.6,Rule: match previous average contribution of others.,
belief_mixed,6,A005,DefectorAgent,2,13.76,108,3.6,Rule: mostly free-ride.,
belief_mixed,6,A006,BeliefBasedAgent,3,12.76,108,3.6,Belief model: expected average contribution of others is 4.21.,
belief_mixed,6,A007,BeliefBasedAgent,4,11.76,108,3.6,Belief model: expected average contribution of others is 4.18.,
belief_mixed,6,A008,ConditionalAgent,6,9.76,108,3.6,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,6,A009,TitForTatAgent,4,11.76,108,3.6,Rule: match previous average contribution of others.,
belief_mixed,6,A010,DefectorAgent,1,14.76,108,3.6,Rule: mostly free-ride.,
belief_mixed,6,A011,BeliefBasedAgent,5,10.76,108,3.6,Belief model: expected average contribution of others is 4.18.,
belief_mixed,6,A012,BeliefBasedAgent,4,11.76,108,3.6,Belief model: expected average contribution of others is 4.21.,
belief_mixed,6,A013,ConditionalAgent,4,11.76,108,3.6,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,6,A014,TitForTatAgent,4,11.76,108,3.6,Rule: match previous average contribution of others.,
belief_mixed,6,A015,DefectorAgent,0,15.76,108,3.6,Rule: mostly free-ride.,
belief_mixed,6,A016,BeliefBasedAgent,4,11.76,108,3.6,Belief model: expected average contribution of others is 4.21.,
belief_mixed,6,A017,BeliefBasedAgent,5,10.76,108,3.6,Belief model: expected average contribution of others is 4.19.,
belief_mixed,6,A018,ConditionalAgent,5,10.76,108,3.6,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,6,A019,TitForTatAgent,4,11.76,108,3.6,Rule: match previous average contribution of others.,
belief_mixed,6,A020,DefectorAgent,2,13.76,108,3.6,Rule: mostly free-ride.,
belief_mixed,6,A021,BeliefBasedAgent,4,11.76,108,3.6,Belief model: expected average contribution of others is 4.19.,
belief_mixed,6,A022,BeliefBasedAgent,5,10.76,108,3.6,Belief model: expected average contribution of others is 4.18.,
belief_mixed,6,A023,ConditionalAgent,5,10.76,108,3.6,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,6,A024,TitForTatAgent,4,11.76,108,3.6,Rule: match previous average contribution of others.,
belief_mixed,6,A025,DefectorAgent,0,15.76,108,3.6,Rule: mostly free-ride.,
belief_mixed,6,A026,BeliefBasedAgent,4,11.76,108,3.6,Belief model: expected average contribution of others is 4.22.,
belief_mixed,6,A027,BeliefBasedAgent,4,11.76,108,3.6,Belief model: expected average contribution of others is 4.19.,
belief_mixed,6,A028,ConditionalAgent,5,10.76,108,3.6,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,6,A029,TitForTatAgent,4,11.76,108,3.6,Rule: match previous average contribution of others.,
belief_mixed,6,A030,DefectorAgent,0,15.76,108,3.6,Rule: mostly free-ride.,
belief_mixed,7,A001,BeliefBasedAgent,3,12.5467,104,3.4667,Belief model: expected average contribution of others is 4.09.,
belief_mixed,7,A002,BeliefBasedAgent,4,11.5467,104,3.4667,Belief model: expected average contribution of others is 4.09.,
belief_mixed,7,A003,ConditionalAgent,4,11.5467,104,3.4667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,7,A004,TitForTatAgent,4,11.5467,104,3.4667,Rule: match previous average contribution of others.,
belief_mixed,7,A005,DefectorAgent,1,14.5467,104,3.4667,Rule: mostly free-ride.,
belief_mixed,7,A006,BeliefBasedAgent,3,12.5467,104,3.4667,Belief model: expected average contribution of others is 4.11.,
belief_mixed,7,A007,BeliefBasedAgent,3,12.5467,104,3.4667,Belief model: expected average contribution of others is 4.08.,
belief_mixed,7,A008,ConditionalAgent,6,9.5467,104,3.4667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,7,A009,TitForTatAgent,4,11.5467,104,3.4667,Rule: match previous average contribution of others.,
belief_mixed,7,A010,DefectorAgent,2,13.5467,104,3.4667,Rule: mostly free-ride.,
belief_mixed,7,A011,BeliefBasedAgent,4,11.5467,104,3.4667,Belief model: expected average contribution of others is 4.07.,
belief_mixed,7,A012,BeliefBasedAgent,4,11.5467,104,3.4667,Belief model: expected average contribution of others is 4.11.,
belief_mixed,7,A013,ConditionalAgent,5,10.5467,104,3.4667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,7,A014,TitForTatAgent,4,11.5467,104,3.4667,Rule: match previous average contribution of others.,
belief_mixed,7,A015,DefectorAgent,0,15.5467,104,3.4667,Rule: mostly free-ride.,
belief_mixed,7,A016,BeliefBasedAgent,3,12.5467,104,3.4667,Belief model: expected average contribution of others is 4.10.,
belief_mixed,7,A017,BeliefBasedAgent,5,10.5467,104,3.4667,Belief model: expected average contribution of others is 4.09.,
belief_mixed,7,A018,ConditionalAgent,4,11.5467,104,3.4667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,7,A019,TitForTatAgent,4,11.5467,104,3.4667,Rule: match previous average contribution of others.,
belief_mixed,7,A020,DefectorAgent,0,15.5467,104,3.4667,Rule: mostly free-ride.,
belief_mixed,7,A021,BeliefBasedAgent,4,11.5467,104,3.4667,Belief model: expected average contribution of others is 4.09.,
belief_mixed,7,A022,BeliefBasedAgent,5,10.5467,104,3.4667,Belief model: expected average contribution of others is 4.07.,
belief_mixed,7,A023,ConditionalAgent,5,10.5467,104,3.4667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,7,A024,TitForTatAgent,4,11.5467,104,3.4667,Rule: match previous average contribution of others.,
belief_mixed,7,A025,DefectorAgent,2,13.5467,104,3.4667,Rule: mostly free-ride.,
belief_mixed,7,A026,BeliefBasedAgent,5,10.5467,104,3.4667,Belief model: expected average contribution of others is 4.11.,
belief_mixed,7,A027,BeliefBasedAgent,3,12.5467,104,3.4667,Belief model: expected average contribution of others is 4.09.,
belief_mixed,7,A028,ConditionalAgent,4,11.5467,104,3.4667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,7,A029,TitForTatAgent,4,11.5467,104,3.4667,Rule: match previous average contribution of others.,
belief_mixed,7,A030,DefectorAgent,1,14.5467,104,3.4667,Rule: mostly free-ride.,
belief_mixed,8,A001,BeliefBasedAgent,4,11.3867,101,3.3667,Belief model: expected average contribution of others is 4.00.,
belief_mixed,8,A002,BeliefBasedAgent,3,12.3867,101,3.3667,Belief model: expected average contribution of others is 4.00.,
belief_mixed,8,A003,ConditionalAgent,4,11.3867,101,3.3667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,8,A004,TitForTatAgent,3,12.3867,101,3.3667,Rule: match previous average contribution of others.,
belief_mixed,8,A005,DefectorAgent,2,13.3867,101,3.3667,Rule: mostly free-ride.,
belief_mixed,8,A006,BeliefBasedAgent,4,11.3867,101,3.3667,Belief model: expected average contribution of others is 4.02.,
belief_mixed,8,A007,BeliefBasedAgent,4,11.3867,101,3.3667,Belief model: expected average contribution of others is 4.00.,
belief_mixed,8,A008,ConditionalAgent,5,10.3867,101,3.3667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,8,A009,TitForTatAgent,3,12.3867,101,3.3667,Rule: match previous average contribution of others.,
belief_mixed,8,A010,DefectorAgent,2,13.3867,101,3.3667,Rule: mostly free-ride.,
belief_mixed,8,A011,BeliefBasedAgent,5,10.3867,101,3.3667,Belief model: expected average contribution of others is 3.99.,
belief_mixed,8,A012,BeliefBasedAgent,3,12.3867,101,3.3667,Belief model: expected average contribution of others is 4.01.,
belief_mixed,8,A013,ConditionalAgent,4,11.3867,101,3.3667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,8,A014,TitForTatAgent,3,12.3867,101,3.3667,Rule: match previous average contribution of others.,
belief_mixed,8,A015,DefectorAgent,0,15.3867,101,3.3667,Rule: mostly free-ride.,
belief_mixed,8,A016,BeliefBasedAgent,3,12.3867,101,3.3667,Belief model: expected average contribution of others is 4.01.,
belief_mixed,8,A017,BeliefBasedAgent,4,11.3867,101,3.3667,Belief model: expected average contribution of others is 3.99.,
belief_mixed,8,A018,ConditionalAgent,6,9.3867,101,3.3667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,8,A019,TitForTatAgent,3,12.3867,101,3.3667,Rule: match previous average contribution of others.,
belief_mixed,8,A020,DefectorAgent,1,14.3867,101,3.3667,Rule: mostly free-ride.,
belief_mixed,8,A021,BeliefBasedAgent,4,11.3867,101,3.3667,Belief model: expected average contribution of others is 4.00.,
belief_mixed,8,A022,BeliefBasedAgent,4,11.3867,101,3.3667,Belief model: expected average contribution of others is 3.98.,
belief_mixed,8,A023,ConditionalAgent,4,11.3867,101,3.3667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,8,A024,TitForTatAgent,3,12.3867,101,3.3667,Rule: match previous average contribution of others.,
belief_mixed,8,A025,DefectorAgent,2,13.3867,101,3.3667,Rule: mostly free-ride.,
belief_mixed,8,A026,BeliefBasedAgent,5,10.3867,101,3.3667,Belief model: expected average contribution of others is 4.01.,
belief_mixed,8,A027,BeliefBasedAgent,4,11.3867,101,3.3667,Belief model: expected average contribution of others is 4.00.,
belief_mixed,8,A028,ConditionalAgent,5,10.3867,101,3.3667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,8,A029,TitForTatAgent,3,12.3867,101,3.3667,Rule: match previous average contribution of others.,
belief_mixed,8,A030,DefectorAgent,1,14.3867,101,3.3667,Rule: mostly free-ride.,
belief_mixed,9,A001,BeliefBasedAgent,3,11.4267,83,2.7667,Belief model: expected average contribution of others is 3.92.,
belief_mixed,9,A002,BeliefBasedAgent,3,11.4267,83,2.7667,Belief model: expected average contribution of others is 3.92.,
belief_mixed,9,A003,ConditionalAgent,2,12.4267,83,2.7667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,9,A004,TitForTatAgent,3,11.4267,83,2.7667,Rule: match previous average contribution of others.,
belief_mixed,9,A005,DefectorAgent,0,14.4267,83,2.7667,Rule: mostly free-ride.,
belief_mixed,9,A006,BeliefBasedAgent,4,10.4267,83,2.7667,Belief model: expected average contribution of others is 3.94.,
belief_mixed,9,A007,BeliefBasedAgent,4,10.4267,83,2.7667,Belief model: expected average contribution of others is 3.91.,
belief_mixed,9,A008,ConditionalAgent,2,12.4267,83,2.7667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,9,A009,TitForTatAgent,3,11.4267,83,2.7667,Rule: match previous average contribution of others.,
belief_mixed,9,A010,DefectorAgent,1,13.4267,83,2.7667,Rule: mostly free-ride.,
belief_mixed,9,A011,BeliefBasedAgent,4,10.4267,83,2.7667,Belief model: expected average contribution of others is 3.90.,
belief_mixed,9,A012,BeliefBasedAgent,4,10.4267,83,2.7667,Belief model: expected average contribution of others is 3.94.,
belief_mixed,9,A013,ConditionalAgent,2,12.4267,83,2.7667,Rule: conditional cooperation based on recent group behavior.,
belief_mixed,9,A014,TitForTatAgent,3,11.4267,83,2.7667,Rule: match previous average contribution of others.,
belief_mixed,9,A015,DefectorAgent,1,13.4267,83,2.7667,Rule: mostly free-ride.,
belief_mixed,9,A016,BeliefBasedAgent,5,9.4267,83,2.7667,Belief model: expected average contribution of others is 3.94.,
belief_mixed,9,A017,BeliefBasedAgent,3,11.4267,83,2.7667,Belief model: expected average contribution of others is 3.91.,
belief_mixed,9,A018,ConditionalAgent,2,12.4267,83,2.7667,Rule: conditional cooperation based on recent group behavior.,
