condition,round_id,agent_id,agent_type,contribution,payoff,group_total_contribution,group_average_contribution,reasoning_summary,api_error
llm_tom_mixed,1,A011,DefectorAgent,0,19.7067,182,6.0667,Rule: mostly free-ride.,
llm_tom_mixed,1,A012,RandomAgent,8,11.7067,182,6.0667,Rule: random contribution.,
llm_tom_mixed,1,A013,BeliefBasedAgent,5,14.7067,182,6.0667,Initial belief: moderate cooperation expected.,
llm_tom_mixed,1,A014,ConditionalAgent,6,13.7067,182,6.0667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,1,A015,TitForTatAgent,6,13.7067,182,6.0667,Rule: match previous average contribution of others.,
llm_tom_mixed,1,A016,CooperatorAgent,9,10.7067,182,6.0667,Rule: mostly cooperate.,
llm_tom_mixed,1,A017,DefectorAgent,1,18.7067,182,6.0667,Rule: mostly free-ride.,
llm_tom_mixed,1,A018,RandomAgent,9,10.7067,182,6.0667,Rule: random contribution.,
llm_tom_mixed,1,A019,BeliefBasedAgent,8,11.7067,182,6.0667,Initial belief: moderate cooperation expected.,
llm_tom_mixed,1,A020,ConditionalAgent,8,11.7067,182,6.0667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,1,A021,TitForTatAgent,8,11.7067,182,6.0667,Rule: match previous average contribution of others.,
llm_tom_mixed,1,A022,CooperatorAgent,7,12.7067,182,6.0667,Rule: mostly cooperate.,
llm_tom_mixed,1,A023,DefectorAgent,0,19.7067,182,6.0667,Rule: mostly free-ride.,
llm_tom_mixed,1,A024,RandomAgent,7,12.7067,182,6.0667,Rule: random contribution.,
llm_tom_mixed,1,A025,BeliefBasedAgent,5,14.7067,182,6.0667,Initial belief: moderate cooperation expected.,
llm_tom_mixed,1,A026,ConditionalAgent,5,14.7067,182,6.0667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,1,A027,TitForTatAgent,7,12.7067,182,6.0667,Rule: match previous average contribution of others.,
llm_tom_mixed,1,A028,CooperatorAgent,7,12.7067,182,6.0667,Rule: mostly cooperate.,
llm_tom_mixed,1,A029,DefectorAgent,1,18.7067,182,6.0667,Rule: mostly free-ride.,
llm_tom_mixed,1,A030,RandomAgent,9,10.7067,182,6.0667,Rule: random contribution.,
llm_tom_mixed,2,A001,LLMAgent_tom,7,11.3733,157,5.2333,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98062, Requested 2144. Please try again in 2m57.984s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,2,A002,LLMAgent_tom,7,11.3733,157,5.2333,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98058, Requested 2144. Please try again in 2m54.528s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,2,A003,LLMAgent_tom,5,13.3733,157,5.2333,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98052, Requested 2144. Please try again in 2m49.344s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,2,A004,LLMAgent_tom,6,12.3733,157,5.2333,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98046, Requested 2144. Please try again in 2m44.16s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,2,A005,LLMAgent_tom,6,12.3733,157,5.2333,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98040, Requested 2144. Please try again in 2m38.976s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,2,A006,LLMAgent_tom,6,12.3733,157,5.2333,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98034, Requested 2144. Please try again in 2m33.792s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,2,A007,BeliefBasedAgent,6,12.3733,157,5.2333,Belief model: expected average contribution of others is 6.07.,
llm_tom_mixed,2,A008,ConditionalAgent,4,14.3733,157,5.2333,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,2,A009,TitForTatAgent,6,12.3733,157,5.2333,Rule: match previous average contribution of others.,
llm_tom_mixed,2,A010,CooperatorAgent,10,8.3733,157,5.2333,Rule: mostly cooperate.,
llm_tom_mixed,2,A011,DefectorAgent,0,18.3733,157,5.2333,Rule: mostly free-ride.,
llm_tom_mixed,2,A012,RandomAgent,0,18.3733,157,5.2333,Rule: random contribution.,
llm_tom_mixed,2,A013,BeliefBasedAgent,6,12.3733,157,5.2333,Belief model: expected average contribution of others is 6.10.,
llm_tom_mixed,2,A014,ConditionalAgent,5,13.3733,157,5.2333,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,2,A015,TitForTatAgent,6,12.3733,157,5.2333,Rule: match previous average contribution of others.,
llm_tom_mixed,2,A016,CooperatorAgent,9,9.3733,157,5.2333,Rule: mostly cooperate.,
llm_tom_mixed,2,A017,DefectorAgent,0,18.3733,157,5.2333,Rule: mostly free-ride.,
llm_tom_mixed,2,A018,RandomAgent,2,16.3733,157,5.2333,Rule: random contribution.,
llm_tom_mixed,2,A019,BeliefBasedAgent,7,11.3733,157,5.2333,Belief model: expected average contribution of others is 6.00.,
llm_tom_mixed,2,A020,ConditionalAgent,4,14.3733,157,5.2333,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,2,A021,TitForTatAgent,6,12.3733,157,5.2333,Rule: match previous average contribution of others.,
llm_tom_mixed,2,A022,CooperatorAgent,9,9.3733,157,5.2333,Rule: mostly cooperate.,
llm_tom_mixed,2,A023,DefectorAgent,0,18.3733,157,5.2333,Rule: mostly free-ride.,
llm_tom_mixed,2,A024,RandomAgent,8,10.3733,157,5.2333,Rule: random contribution.,
llm_tom_mixed,2,A025,BeliefBasedAgent,5,13.3733,157,5.2333,Belief model: expected average contribution of others is 6.10.,
llm_tom_mixed,2,A026,ConditionalAgent,5,13.3733,157,5.2333,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,2,A027,TitForTatAgent,6,12.3733,157,5.2333,Rule: match previous average contribution of others.,
llm_tom_mixed,2,A028,CooperatorAgent,8,10.3733,157,5.2333,Rule: mostly cooperate.,
llm_tom_mixed,2,A029,DefectorAgent,0,18.3733,157,5.2333,Rule: mostly free-ride.,
llm_tom_mixed,2,A030,RandomAgent,8,10.3733,157,5.2333,Rule: random contribution.,
llm_tom_mixed,3,A001,LLMAgent_tom,7,11.2667,155,5.1667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98027, Requested 2166. Please try again in 2m46.752s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,3,A002,LLMAgent_tom,5,13.2667,155,5.1667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98021, Requested 2166. Please try again in 2m41.567999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,3,A003,LLMAgent_tom,7,11.2667,155,5.1667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98015, Requested 2166. Please try again in 2m36.384s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,3,A004,LLMAgent_tom,6,12.2667,155,5.1667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98009, Requested 2168. Please try again in 2m32.928s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,3,A005,LLMAgent_tom,7,11.2667,155,5.1667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98004, Requested 2168. Please try again in 2m28.608s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,3,A006,LLMAgent_tom,6,12.2667,155,5.1667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 97996, Requested 2166. Please try again in 2m19.968s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,3,A007,BeliefBasedAgent,6,12.2667,155,5.1667,Belief model: expected average contribution of others is 5.64.,
llm_tom_mixed,3,A008,ConditionalAgent,6,12.2667,155,5.1667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,3,A009,TitForTatAgent,5,13.2667,155,5.1667,Rule: match previous average contribution of others.,
llm_tom_mixed,3,A010,CooperatorAgent,9,9.2667,155,5.1667,Rule: mostly cooperate.,
llm_tom_mixed,3,A011,DefectorAgent,0,18.2667,155,5.1667,Rule: mostly free-ride.,
llm_tom_mixed,3,A012,RandomAgent,7,11.2667,155,5.1667,Rule: random contribution.,
llm_tom_mixed,3,A013,BeliefBasedAgent,5,13.2667,155,5.1667,Belief model: expected average contribution of others is 5.66.,
llm_tom_mixed,3,A014,ConditionalAgent,5,13.2667,155,5.1667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,3,A015,TitForTatAgent,5,13.2667,155,5.1667,Rule: match previous average contribution of others.,
llm_tom_mixed,3,A016,CooperatorAgent,8,10.2667,155,5.1667,Rule: mostly cooperate.,
llm_tom_mixed,3,A017,DefectorAgent,2,16.2667,155,5.1667,Rule: mostly free-ride.,
llm_tom_mixed,3,A018,RandomAgent,1,17.2667,155,5.1667,Rule: random contribution.,
llm_tom_mixed,3,A019,BeliefBasedAgent,6,12.2667,155,5.1667,Belief model: expected average contribution of others is 5.59.,
llm_tom_mixed,3,A020,ConditionalAgent,6,12.2667,155,5.1667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,3,A021,TitForTatAgent,5,13.2667,155,5.1667,Rule: match previous average contribution of others.,
llm_tom_mixed,3,A022,CooperatorAgent,10,8.2667,155,5.1667,Rule: mostly cooperate.,
llm_tom_mixed,3,A023,DefectorAgent,1,17.2667,155,5.1667,Rule: mostly free-ride.,
llm_tom_mixed,3,A024,RandomAgent,1,17.2667,155,5.1667,Rule: random contribution.,
llm_tom_mixed,3,A025,BeliefBasedAgent,6,12.2667,155,5.1667,Belief model: expected average contribution of others is 5.67.,
llm_tom_mixed,3,A026,ConditionalAgent,6,12.2667,155,5.1667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,3,A027,TitForTatAgent,5,13.2667,155,5.1667,Rule: match previous average contribution of others.,
llm_tom_mixed,3,A028,CooperatorAgent,9,9.2667,155,5.1667,Rule: mostly cooperate.,
llm_tom_mixed,3,A029,DefectorAgent,2,16.2667,155,5.1667,Rule: mostly free-ride.,
llm_tom_mixed,3,A030,RandomAgent,1,17.2667,155,5.1667,Rule: random contribution.,
llm_tom_mixed,4,A001,LLMAgent_tom,6,12.8,165,5.5,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 97992, Requested 2177. Please try again in 2m26.016s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,4,A002,LLMAgent_tom,6,12.8,165,5.5,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 97984, Requested 2176. Please try again in 2m18.24s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,4,A003,LLMAgent_tom,7,11.8,165,5.5,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 97980, Requested 2176. Please try again in 2m14.783999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,4,A004,LLMAgent_tom,6,12.8,165,5.5,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 97974, Requested 2176. Please try again in 2m9.6s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,4,A005,LLMAgent_tom,5,13.8,165,5.5,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 97966, Requested 2174. Please try again in 2m0.96s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,4,A006,LLMAgent_tom,6,12.8,165,5.5,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 97962, Requested 2174. Please try again in 1m57.504s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,4,A007,BeliefBasedAgent,6,12.8,165,5.5,Belief model: expected average contribution of others is 5.47.,
llm_tom_mixed,4,A008,ConditionalAgent,5,13.8,165,5.5,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,4,A009,TitForTatAgent,5,13.8,165,5.5,Rule: match previous average contribution of others.,
llm_tom_mixed,4,A010,CooperatorAgent,10,8.8,165,5.5,Rule: mostly cooperate.,
llm_tom_mixed,4,A011,DefectorAgent,2,16.8,165,5.5,Rule: mostly free-ride.,
llm_tom_mixed,4,A012,RandomAgent,10,8.8,165,5.5,Rule: random contribution.,
llm_tom_mixed,4,A013,BeliefBasedAgent,6,12.8,165,5.5,Belief model: expected average contribution of others is 5.49.,
llm_tom_mixed,4,A014,ConditionalAgent,4,14.8,165,5.5,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,4,A015,TitForTatAgent,5,13.8,165,5.5,Rule: match previous average contribution of others.,
llm_tom_mixed,4,A016,CooperatorAgent,9,9.8,165,5.5,Rule: mostly cooperate.,
llm_tom_mixed,4,A017,DefectorAgent,0,18.8,165,5.5,Rule: mostly free-ride.,
llm_tom_mixed,4,A018,RandomAgent,3,15.8,165,5.5,Rule: random contribution.,
llm_tom_mixed,4,A019,BeliefBasedAgent,6,12.8,165,5.5,Belief model: expected average contribution of others is 5.44.,
llm_tom_mixed,4,A020,ConditionalAgent,4,14.8,165,5.5,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,4,A021,TitForTatAgent,5,13.8,165,5.5,Rule: match previous average contribution of others.,
llm_tom_mixed,4,A022,CooperatorAgent,8,10.8,165,5.5,Rule: mostly cooperate.,
llm_tom_mixed,4,A023,DefectorAgent,1,17.8,165,5.5,Rule: mostly free-ride.,
llm_tom_mixed,4,A024,RandomAgent,9,9.8,165,5.5,Rule: random contribution.,
llm_tom_mixed,4,A025,BeliefBasedAgent,5,13.8,165,5.5,Belief model: expected average contribution of others is 5.49.,
llm_tom_mixed,4,A026,ConditionalAgent,6,12.8,165,5.5,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,4,A027,TitForTatAgent,5,13.8,165,5.5,Rule: match previous average contribution of others.,
llm_tom_mixed,4,A028,CooperatorAgent,9,9.8,165,5.5,Rule: mostly cooperate.,
llm_tom_mixed,4,A029,DefectorAgent,1,17.8,165,5.5,Rule: mostly free-ride.,
llm_tom_mixed,4,A030,RandomAgent,5,13.8,165,5.5,Rule: random contribution.,
llm_tom_mixed,5,A001,LLMAgent_tom,5,14.28,174,5.8,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 97956, Requested 2194. Please try again in 2m9.6s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,5,A002,LLMAgent_tom,6,13.28,174,5.8,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 97950, Requested 2194. Please try again in 2m4.416s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,5,A003,LLMAgent_tom,6,13.28,174,5.8,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 97943, Requested 2194. Please try again in 1m58.368s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,5,A004,LLMAgent_tom,7,12.28,174,5.8,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 97937, Requested 2194. Please try again in 1m53.184s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,5,A005,LLMAgent_tom,6,13.28,174,5.8,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 97929, Requested 2194. Please try again in 1m46.271999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,5,A006,LLMAgent_tom,7,12.28,174,5.8,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 97922, Requested 2194. Please try again in 1m40.224s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,5,A007,BeliefBasedAgent,6,13.28,174,5.8,Belief model: expected average contribution of others is 5.47.,
llm_tom_mixed,5,A008,ConditionalAgent,6,13.28,174,5.8,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,5,A009,TitForTatAgent,6,13.28,174,5.8,Rule: match previous average contribution of others.,
llm_tom_mixed,5,A010,CooperatorAgent,10,9.28,174,5.8,Rule: mostly cooperate.,
llm_tom_mixed,5,A011,DefectorAgent,1,18.28,174,5.8,Rule: mostly free-ride.,
llm_tom_mixed,5,A012,RandomAgent,8,11.28,174,5.8,Rule: random contribution.,
llm_tom_mixed,5,A013,BeliefBasedAgent,6,13.28,174,5.8,Belief model: expected average contribution of others is 5.49.,
llm_tom_mixed,5,A014,ConditionalAgent,5,14.28,174,5.8,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,5,A015,TitForTatAgent,6,13.28,174,5.8,Rule: match previous average contribution of others.,
llm_tom_mixed,5,A016,CooperatorAgent,8,11.28,174,5.8,Rule: mostly cooperate.,
llm_tom_mixed,5,A017,DefectorAgent,1,18.28,174,5.8,Rule: mostly free-ride.,
llm_tom_mixed,5,A018,RandomAgent,7,12.28,174,5.8,Rule: random contribution.,
llm_tom_mixed,5,A019,BeliefBasedAgent,7,12.28,174,5.8,Belief model: expected average contribution of others is 5.45.,
llm_tom_mixed,5,A020,ConditionalAgent,5,14.28,174,5.8,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,5,A021,TitForTatAgent,6,13.28,174,5.8,Rule: match previous average contribution of others.,
llm_tom_mixed,5,A022,CooperatorAgent,10,9.28,174,5.8,Rule: mostly cooperate.,
