condition,round_id,agent_id,agent_type,contribution,payoff,group_total_contribution,group_average_contribution,reasoning_summary,api_error
llm_tom_mixed,2,A030,RandomAgent,1,16.7333,145,4.8333,Rule: random contribution.,
llm_tom_mixed,3,A001,LLMAgent_tom,6,13.0667,170,5.6667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98246, Requested 2175. Please try again in 6m3.744s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,3,A002,LLMAgent_tom,7,12.0667,170,5.6667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98240, Requested 2173. Please try again in 5m56.832s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,3,A003,LLMAgent_tom,5,14.0667,170,5.6667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98234, Requested 2173. Please try again in 5m51.647999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,3,A004,LLMAgent_tom,7,12.0667,170,5.6667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98228, Requested 2173. Please try again in 5m46.464s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,3,A005,LLMAgent_tom,6,13.0667,170,5.6667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98222, Requested 2175. Please try again in 5m43.008s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,3,A006,LLMAgent_tom,7,12.0667,170,5.6667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98216, Requested 2175. Please try again in 5m37.824s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,3,A007,BeliefBasedAgent,6,13.0667,170,5.6667,Belief model: expected average contribution of others is 5.10.,
llm_tom_mixed,3,A008,ConditionalAgent,5,14.0667,170,5.6667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,3,A009,TitForTatAgent,5,14.0667,170,5.6667,Rule: match previous average contribution of others.,
llm_tom_mixed,3,A010,CooperatorAgent,10,9.0667,170,5.6667,Rule: mostly cooperate.,
llm_tom_mixed,3,A011,DefectorAgent,2,17.0667,170,5.6667,Rule: mostly free-ride.,
llm_tom_mixed,3,A012,RandomAgent,2,17.0667,170,5.6667,Rule: random contribution.,
llm_tom_mixed,3,A013,BeliefBasedAgent,6,13.0667,170,5.6667,Belief model: expected average contribution of others is 5.14.,
llm_tom_mixed,3,A014,ConditionalAgent,4,15.0667,170,5.6667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,3,A015,TitForTatAgent,5,14.0667,170,5.6667,Rule: match previous average contribution of others.,
llm_tom_mixed,3,A016,CooperatorAgent,10,9.0667,170,5.6667,Rule: mostly cooperate.,
llm_tom_mixed,3,A017,DefectorAgent,2,17.0667,170,5.6667,Rule: mostly free-ride.,
llm_tom_mixed,3,A018,RandomAgent,8,11.0667,170,5.6667,Rule: random contribution.,
llm_tom_mixed,3,A019,BeliefBasedAgent,6,13.0667,170,5.6667,Belief model: expected average contribution of others is 5.16.,
llm_tom_mixed,3,A020,ConditionalAgent,5,14.0667,170,5.6667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,3,A021,TitForTatAgent,5,14.0667,170,5.6667,Rule: match previous average contribution of others.,
llm_tom_mixed,3,A022,CooperatorAgent,9,10.0667,170,5.6667,Rule: mostly cooperate.,
llm_tom_mixed,3,A023,DefectorAgent,1,18.0667,170,5.6667,Rule: mostly free-ride.,
llm_tom_mixed,3,A024,RandomAgent,6,13.0667,170,5.6667,Rule: random contribution.,
llm_tom_mixed,3,A025,BeliefBasedAgent,6,13.0667,170,5.6667,Belief model: expected average contribution of others is 5.12.,
llm_tom_mixed,3,A026,ConditionalAgent,5,14.0667,170,5.6667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,3,A027,TitForTatAgent,5,14.0667,170,5.6667,Rule: match previous average contribution of others.,
llm_tom_mixed,3,A028,CooperatorAgent,9,10.0667,170,5.6667,Rule: mostly cooperate.,
llm_tom_mixed,3,A029,DefectorAgent,2,17.0667,170,5.6667,Rule: mostly free-ride.,
llm_tom_mixed,3,A030,RandomAgent,8,11.0667,170,5.6667,Rule: random contribution.,
llm_tom_mixed,4,A001,LLMAgent_tom,7,11.5867,161,5.3667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98210, Requested 2187. Please try again in 5m43.008s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,4,A002,LLMAgent_tom,6,12.5867,161,5.3667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98204, Requested 2190. Please try again in 5m40.416s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,4,A003,LLMAgent_tom,6,12.5867,161,5.3667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98198, Requested 2187. Please try again in 5m32.64s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,4,A004,LLMAgent_tom,7,11.5867,161,5.3667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98192, Requested 2187. Please try again in 5m27.456s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,4,A005,LLMAgent_tom,6,12.5867,161,5.3667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98186, Requested 2187. Please try again in 5m22.272s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,4,A006,LLMAgent_tom,5,13.5867,161,5.3667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98180, Requested 2185. Please try again in 5m15.36s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,4,A007,BeliefBasedAgent,6,12.5867,161,5.3667,Belief model: expected average contribution of others is 5.29.,
llm_tom_mixed,4,A008,ConditionalAgent,5,13.5867,161,5.3667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,4,A009,TitForTatAgent,6,12.5867,161,5.3667,Rule: match previous average contribution of others.,
llm_tom_mixed,4,A010,CooperatorAgent,9,9.5867,161,5.3667,Rule: mostly cooperate.,
llm_tom_mixed,4,A011,DefectorAgent,1,17.5867,161,5.3667,Rule: mostly free-ride.,
llm_tom_mixed,4,A012,RandomAgent,4,14.5867,161,5.3667,Rule: random contribution.,
llm_tom_mixed,4,A013,BeliefBasedAgent,7,11.5867,161,5.3667,Belief model: expected average contribution of others is 5.31.,
llm_tom_mixed,4,A014,ConditionalAgent,5,13.5867,161,5.3667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,4,A015,TitForTatAgent,6,12.5867,161,5.3667,Rule: match previous average contribution of others.,
llm_tom_mixed,4,A016,CooperatorAgent,7,11.5867,161,5.3667,Rule: mostly cooperate.,
llm_tom_mixed,4,A017,DefectorAgent,0,18.5867,161,5.3667,Rule: mostly free-ride.,
llm_tom_mixed,4,A018,RandomAgent,3,15.5867,161,5.3667,Rule: random contribution.,
llm_tom_mixed,4,A019,BeliefBasedAgent,7,11.5867,161,5.3667,Belief model: expected average contribution of others is 5.32.,
llm_tom_mixed,4,A020,ConditionalAgent,5,13.5867,161,5.3667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,4,A021,TitForTatAgent,6,12.5867,161,5.3667,Rule: match previous average contribution of others.,
llm_tom_mixed,4,A022,CooperatorAgent,8,10.5867,161,5.3667,Rule: mostly cooperate.,
llm_tom_mixed,4,A023,DefectorAgent,0,18.5867,161,5.3667,Rule: mostly free-ride.,
llm_tom_mixed,4,A024,RandomAgent,7,11.5867,161,5.3667,Rule: random contribution.,
llm_tom_mixed,4,A025,BeliefBasedAgent,7,11.5867,161,5.3667,Belief model: expected average contribution of others is 5.30.,
llm_tom_mixed,4,A026,ConditionalAgent,4,14.5867,161,5.3667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,4,A027,TitForTatAgent,6,12.5867,161,5.3667,Rule: match previous average contribution of others.,
llm_tom_mixed,4,A028,CooperatorAgent,8,10.5867,161,5.3667,Rule: mostly cooperate.,
llm_tom_mixed,4,A029,DefectorAgent,0,18.5867,161,5.3667,Rule: mostly free-ride.,
llm_tom_mixed,4,A030,RandomAgent,7,11.5867,161,5.3667,Rule: random contribution.,
llm_tom_mixed,5,A001,LLMAgent_tom,6,12.7467,164,5.4667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98174, Requested 2178. Please try again in 5m4.128s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,5,A002,LLMAgent_tom,5,13.7467,164,5.4667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98168, Requested 2178. Please try again in 4m58.944s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,5,A003,LLMAgent_tom,6,12.7467,164,5.4667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98162, Requested 2178. Please try again in 4m53.76s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,5,A004,LLMAgent_tom,6,12.7467,164,5.4667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98156, Requested 2178. Please try again in 4m48.576s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,5,A005,LLMAgent_tom,7,11.7467,164,5.4667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98150, Requested 2178. Please try again in 4m43.392s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,5,A006,LLMAgent_tom,6,12.7467,164,5.4667,LLM call failed; used local belief-based fallback.,"Attempt 3/3: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kr3n2874fatsx8gy3vgp7whz` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98144, Requested 2178. Please try again in 4m38.208s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
llm_tom_mixed,5,A007,BeliefBasedAgent,7,11.7467,164,5.4667,Belief model: expected average contribution of others is 5.30.,
llm_tom_mixed,5,A008,ConditionalAgent,5,13.7467,164,5.4667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,5,A009,TitForTatAgent,5,13.7467,164,5.4667,Rule: match previous average contribution of others.,
llm_tom_mixed,5,A010,CooperatorAgent,10,8.7467,164,5.4667,Rule: mostly cooperate.,
llm_tom_mixed,5,A011,DefectorAgent,1,17.7467,164,5.4667,Rule: mostly free-ride.,
llm_tom_mixed,5,A012,RandomAgent,1,17.7467,164,5.4667,Rule: random contribution.,
llm_tom_mixed,5,A013,BeliefBasedAgent,6,12.7467,164,5.4667,Belief model: expected average contribution of others is 5.31.,
llm_tom_mixed,5,A014,ConditionalAgent,5,13.7467,164,5.4667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,5,A015,TitForTatAgent,5,13.7467,164,5.4667,Rule: match previous average contribution of others.,
llm_tom_mixed,5,A016,CooperatorAgent,8,10.7467,164,5.4667,Rule: mostly cooperate.,
llm_tom_mixed,5,A017,DefectorAgent,1,17.7467,164,5.4667,Rule: mostly free-ride.,
llm_tom_mixed,5,A018,RandomAgent,5,13.7467,164,5.4667,Rule: random contribution.,
llm_tom_mixed,5,A019,BeliefBasedAgent,6,12.7467,164,5.4667,Belief model: expected average contribution of others is 5.32.,
llm_tom_mixed,5,A020,ConditionalAgent,6,12.7467,164,5.4667,Rule: conditional cooperation based on recent group behavior.,
llm_tom_mixed,5,A021,TitForTatAgent,5,13.7467,164,5.4667,Rule: match previous average contribution of others.,
